title,start,end,location,url,description,uid,category,series_id,label,weak_label,predicted_label,confidence,needs_review,label_source,prediction_confidence
HalGLOWeen Party & Drone Show,2025-10-18T19:00:00+00:00,2025-10-19T02:00:00+00:00,Downtown OWA,https://business.perdidochamber.com/events/details/halgloween-party-drone-show-39479,"Halloween gets a glowing twist at HalGLOWeen in Downtown OWA on October 18th! Families can enjoy free festive activities during the day, including a bubble glow party, before the fun continues on OWA Island with live entertainment like the musical production of Monsters Got Talent.



For the grand finale, watch the sky come alive during our never-before-seen Halloween Drone Show! This aerial display will fill the sky with stunning light formations and festive designs, creating a unique experience for guests of all ages.



It's spooky, it's glowing, and a brand-new way to celebrate HalGLOWeen in Downtown OWA, check out all the details: https://visitowa.com/halgloween-drone-show/.

 

Schedule of Events:

2:00pm-6:00pm: DJ Partick at the Splashpad

6:00pm   7:30pm: LED Stilt Walker roaming Downtown OWA

All day: Glow-in-the Dark Mini Golf on OWA Island

6:00pm - 8:30pm:

	Glow-In-The-Dark Facepainting at the Splashpad provided by Artlink Studios
	Glow-in-the-Dark Photo Op at the Splash pad
	Bubble Truck Glow Party at the Waffles R Wild Alcove
	Glow-in-the Dark Pumpkin Craft at the Native Treasures Alcove

6:00pm-8:30pm: Musical production of Monsters Got Talent by Seward Studios on the OWA Island Stage

6:30pm-8:00pm: Live Music by the Skeleton Band on the OWA Island Stage

8:30pm-9:00pm: ALL NEW Halloween Drone Show",e.2644.39479,,e.2644.39479,1.0,1.0,,,,series_propagation,
Team Trivia at Perdido Key Sports Bar,2025-10-22T00:00:00+00:00,2025-10-22T02:00:00+00:00,"Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-21-2025-39124,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39124,,e.2644.39124,1.0,1.0,,,,series_propagation,
Halloween at OWA,2025-10-25,2025-10-26,Downtown OWA,https://business.perdidochamber.com/events/details/halloween-at-owa-10-25-2025-39476,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",e.2644.39476,,e.2644.39476,1.0,,,,,series_propagation,
Annual Multi-Chamber Social 2025,2025-10-15T22:00:00+00:00,2025-10-16T00:00:00+00:00,"Flora-Bama Lounge Package & Oyster Bar Main Tent 17401 Perdido Key Drive Pensacola, FL 32507",https://business.perdidochamber.com/events/details/annual-multi-chamber-social-2025-38321,"The Perdido Key Area Chamber of Commerce is thrilled to invite all the members of our local Gulf Coast chambers of commerce to our Annual Multi-Chamber Social, hosted by Flora-Bama, located in the main tent!

This exciting event is a fantastic opportunity for professionals from our chamber friends across the local Gulf Coast area to network and foster collaboration! Join us for an evening of connection, community, and business growth!



Enjoy light hors d'oeuvres, generously provided by our host, as you mingle and expand your network. Be sure to bring plenty of your business cards for networking and prize drawings door prize donations are always welcome!

We can't wait to see you there! Registration is highly encouraged to help our hosts prepare. Don't forget, drop your Chamber in the comments of your registration so we can see who is being represented!",e.2644.38321,,e.2644.38321,0.0,0.0,,,,series_propagation,
Perdido Key Witches & Werewolves Halloween Bar Crawl,2025-10-18T16:00:00+00:00,2025-10-18T22:00:00+00:00,"Bushwackers Landing Extra LOT 13515 Canal Dr, Pensacola, FL 32507",https://business.perdidochamber.com/events/details/perdido-key-witches-werewolves-halloween-bar-crawl-39483,"????? Witches & Werewolves Unite! ?????



Hop on a luxury Party Shuttle and celebrate Halloween in a whole new way! Dress as your favorite witch or werewolf and enjoy a festive ride through Perdido Key's best restaurants   with tasty bites, sweet treats, and spooky games along the way.

All the fun supports a great cause: raising funds for Feeding the Gulf Coast Free Food Distribution in our community!



? Spots are limited   reserve your seat for a hauntingly good time! ?



??? TICKETS ARE NOW RELEASED! ???



?? Saturday, October 18

?? $30 | 60 People Max

?? Arrive at 11:00 AM

?? Start & Stop Location: Bushwhackers Landing Extra Lot



???? DRESS CODE:

Witch ?? ?? or Werewolf ??



?? CASH 4 GAMES:

$1 for Scratch Offs ???

50/50 Raffle - $5 single ticket ??? $20 for 5

Selfie Group Challenge - FREE



?? SPONSORS:

?? Freeman Roofing

?? Hummer4Hire

?? Team Trivia of Pensacola

?? Beach Buzz Restaurant

?? Cobalt Restaurant

?? Lillian's Pizza

?? Sunset Grille

?? Bushwhacker's Landing

?? AnnaMarie Photography



???? ???? BAR CRAWL SCHEDULE ???? ????



??? 11:00 AM - Park at Bushwhacker's Landing Side Lot

1?? 11:00 12:00 PM   Bushwhackers Landing

? Check-In & Welcome

??? Bites & ?? Brews

?? Halloween Music Bingo



?? 12:00 12:15 PM   Travel to Cobalt

2?? 12:15 1:15 PM   Cobalt Restaurant

?? Costume Contest: ?? ?? Best Witch & ?? Best Werewolf

?? Bites & ?? Drink Specials



?? 1:15 1:30 PM   Travel to Lillian's Pizza

3?? 1:30 2:30 PM   Lillian's Pizza

?? Halloween Feud



?? 2:30 2:40 PM   Travel to Sunset Grille

4?? 2:40 3:45 PM   Sunset Grille

??? Scratch Offs

?? Games



?? 3:45 4:00 PM   Travel to Beach Buzz

5?? 4:00 5:00 PM   Beach Buzz Restaurant

?? Bites & ?? Brews

?? Games



?? 5:05 5:10 PM   Return to Bushwhackers

6?? 5:10 PM   Bushwhackers Afterparty

?? Live Music

?? Celebrate the Crawl!

??? 50/50 RAFFLE WINNER

?? Half donated to the Musician Medical Fund Fundraiser at The Point Restaurant

??????????????????



?? ???? JOIN THE MAGIC!

Be part of the PKWWHP (Perdido Key Witches & Werewolves Halloween Paddle) event!

?? Proceeds benefit our very own 10k pound Feeding the Gulf Coast free food distribution drive-thru

?? Food Drive-Thru: Date TBD at Moonshine Saloon

? SIGN UP TODAY!

?? Shuttle seats are first-come, first-served

?? Everyone must sign a waiver

?? No Drinking & Driving afterwards!

?? Hashtags

#5pkwwhp #halloweenpensacola #witches #barcrawl

#halloweenperdidokeyfl

#kayakflorida #keygulls #lostkeykrewe See less",e.2644.39483,,e.2644.39483,1.0,0.0,,,,series_propagation,
Military Appreciation Committee Meeting,2025-10-16T14:30:00+00:00,2025-10-16T15:30:00+00:00,"Perdido Key Area Chamber of Commerce Conference Room 15500 Perdido Key Drive Pensacola, FL 32507",https://business.perdidochamber.com/events/details/military-appreciation-committee-meeting-10-09-2025-39419,"Military Appreciation Committee

Meeting: Second Thursday of every month | 9:30 10:30 a.m.



Committee Purpose:

Since 1913, the Perdido Area has proudly held the title of Cradle of Naval Aviation. Our economy, culture, and community are enriched by military members and their families. The Military Affairs Committee is dedicated to honoring that legacy by fostering inclusion, appreciation, and strong connections with those who serve, making the Perdido Area a welcoming place for military families to live, work, and play.



Primary Goals and Activities:


	Bridge the Gap: Connect military families with the local business community by sharing resources and supporting veteran entrepreneurs.
	Celebrate Military Heritage: Educate our community about the rich military history that shapes the Perdido Area.
	Honor & Support: Plan and host signature events that highlight our appreciation for service members and their families, including:
	
		Red, White, and Birdies Golf Scramble 
		Annual Rosamond Johnson Memorial Ceremony 
		Military Appreciation Luncheon 
		Star Spangled Sail   Veterans Day Boat Parade (new for 2025)
	
	
	Invest in the Future: Our committee is working toward sponsoring a local student to attend Starbase Atlantis and/or the National Flight Academy summer programs unique opportunities that inspire the next generation through STEM education and leadership development.

How to Get Involved:

Join us in making a difference! Volunteers can contact Staff Committee Chair, Madelyn Bell, to learn how to participate in meetings, help with events, and support military appreciation efforts.



  Learn more: perdidochamber.com/military-appreciation-committee",e.2644.39419,,e.2644.39419,1.0,1.0,,,,series_propagation,
3rd Annual Evening for the Estuaries Gala,2025-10-16T23:00:00+00:00,2025-10-17T02:00:00+00:00,"Coastal Arts Center of Orange Beach 26389 Canal Road Orange Beach, Alabama 36561 United States",https://business.perdidochamber.com/events/details/3rd-annual-evening-for-the-estuaries-gala-39417,"The Pensacola and Perdido Bays Estuary Program's third annual Evening for the Estuaries Fundraising Gala is set for October 16, 2025 from 6:00 till 9:00 at the Coastal Arts Center of Orange Beach! Join us for an evening of live music, awards, drinks, hors d'oeuvres (including oysters!), a silent auction, and giving back to the waters we call home.",e.2644.39417,,e.2644.39417,,1.0,,,,manual_or_previous,
Wine & Beer Dinner,2025-10-16T23:30:00+00:00,2025-10-17T02:00:00+00:00,Cobalt the Restaurant,https://business.perdidochamber.com/events/details/wine-beer-dinner-39480,"Come enjoy a four course seated dinner prepared by our amazing chefs in our beautiful Private Dining Room. Each meal will be paired with either a glass of wine or beer pairing. Now taking reservations for Thursday, October 16th. Limited spots available. Dinner starts at 6:30 p.m.",e.2644.39480,,e.2644.39480,1.0,1.0,,,,series_propagation,
Team Trivia at Lillian's Pizza,2025-10-16T00:00:00+00:00,2025-10-16T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-15-2025-39387,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39387,,e.2644.39387,1.0,1.0,,,,series_propagation,
Ambassadors of the Key Committee Meeting,2025-10-17T16:30:00+00:00,2025-10-17T17:30:00+00:00,Location Changes Monthly,https://business.perdidochamber.com/events/details/ambassadors-of-the-key-committee-meeting-10-17-2025-38872,"Ambassadors of the Key Committee Meeting

3rd Friday Monthly | 11:30AM | Location Changes Monthly 



Ambassador meetings are held once a month on the 3rd Friday at 11:30 AM at a different member restaurant each month. These meetings provide a great opportunity to connect, share updates, and collaborate on upcoming Chamber initiatives. Each Ambassador is responsible for the purchase of their own meal.



The Ambassadors of the Key serve as the welcoming arm of the Perdido Chamber, focusing on member recruitment, retention, and engagement. This dedicated group of business and individual members acts as the connectors within our chamber community. They work to help members get plugged in by introducing them to fellow business professionals, Chamber events, and valuable resources.



Ambassadors help create a welcoming environment for new and existing members, assist with Chamber-hosted events, and work to increase visibility and engagement. Ambassadors try to ensure that every member feels welcomed, informed, and empowered to make the most of their Chamber membership.



For more information on how to become an Ambassador of the Key, contact Madelyn Bell, Membership Engagement & Events Director at 850.492.4660 or membership@perdidochamber.com.",e.2644.38872,,e.2644.38872,0.0,0.0,,,,series_propagation,
Halloween at OWA,2025-10-18,2025-10-19,Downtown OWA,https://business.perdidochamber.com/events/details/halloween-at-owa-10-18-2025-39474,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",e.2644.39474,,e.2644.39474,1.0,,,,,series_propagation,
Arts & Crafts On The Dock,2025-10-18T14:00:00+00:00,2025-10-18T19:00:00+00:00,"Bill Dickson Park 3151 Fenceline Rd. Pensacola, FL 32507",https://business.perdidochamber.com/events/details/arts-crafts-on-the-dock-10-18-2025-39459,"Hello Everyone! Come out to join us for Arts & Crafts On The Dock, at Bill Dickson Park on October 18th 9a-2p! We met some really great folks during our September event and look forward to meeting more. Visit Whirl Pop on Facebook or interested vendors can call/text us at 850-503-9599. See you on the dock!",e.2644.39459,,e.2644.39459,1.0,1.0,,,,series_propagation,
Boo at the Zoo,2025-10-18T14:00:00+00:00,2025-10-18T17:00:00+00:00,"Alabama Gulf Coast Zoo 20499 Oak Road East Gulf Shores, AL 36542",https://business.perdidochamber.com/events/details/boo-at-the-zoo-39482,"Celebrate Halloween with the animals at your local non-profit Alabama Gulf Coast Zoo.



BOO at the ZOO 

Saturday, October 18, 2025

9:00 am - 12:00 pm 



A day full of scare-free fun, trick or treating, activities, and meet and greets with your favorite animal ambassadors.

Presented by Crye Leike Gulf Coast Real Estate

PRICING/TICKETS:

Boo at the Zoo is INCLUDED with regular Zoo admission! Purchase tickets here or at the door on the day of the event. 

Zoo Admission: Adults (age 13-61) $23.95, Senior (62+)/Military $20.95, Child (age 3-12) $15.95.

Zoo Members and children 2 years and younger are FREE! Membership cards must be shown at the entrance.

Not a Zoo Member? Don't miss out on special discounts. Join Today and Save!

All proceeds benefit the animals and programs of the Alabama Gulf Coast Zoo. 



Need to Know Information:

	Animal Encounters will be closed during the event.
	Bring your own treat bags.
	Dress in your best costumes for a chance to win a Golden Ticket to redeem for a prize in the gift shop.",e.2644.39482,,e.2644.39482,1.0,,,,,series_propagation,
Music Bingo at Perdido Key Sports Bar,2025-10-17T00:00:00+00:00,2025-10-17T02:00:00+00:00,Perdido Key Sports Bar & Restaurant,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-16-2025-39344,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39344,,e.2644.39344,1.0,1.0,,,,series_propagation,
Smash Bros & Mario Kart Tournaments,2025-10-05,2025-10-06,Arcade at OWA,https://business.perdidochamber.com/events/details/smash-bros-mario-kart-tournaments-10-05-2025-38451,"Gamers, get ready to compete! Every Sunday, Arcade at OWA hosts action-packed tournaments featuring Super Smash Bros at 6 pm and Mario Kart at 7:15 pm. For just $12, you can join the fun and test your skills.

Whether you're smashing your way to victory or racing to the finish line, these tournaments are the perfect way to challenge friends, meet fellow gamers, and level up your weekend. Grab your controller and join us for the ultimate Sunday showdown!",e.2644.38451,,,1.0,,,,,model_prediction,0.9352341606299498
Trick or Dink Open Play,2025-10-02T18:00:00+00:00,2025-10-02T22:00:00+00:00,Pickleball at OWA,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-39466,"Get ready for a spooktacular time at Trick or Dink Open Play at Pickleball at OWA! Come celebrate the season with us every Thursday in October from 1:00 to 5:00 PM. Non-members play for $7, and members play free! Grab your BONES (paddles) and bring your ghostly crew for an afternoon of friendly competition. It's the perfect way to enjoy the season!



Check out all the details and register here: https://visitowa.com/entertainment/.",e.2644.39466,,,1.0,,,,,model_prediction,0.9261070427686772
Buzz Runners,2025-10-16T22:30:00+00:00,2025-10-16T23:30:00+00:00,Beach Buzz 12700 Gulf Beach Highway,https://business.perdidochamber.com/events/details/buzz-runners-10-16-2025-39491,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",e.2644.39491,,,1.0,,,,,model_prediction,0.8314768139222635
Trick or Dink Open Play,2025-10-16T18:00:00+00:00,2025-10-16T22:00:00+00:00,Pickleball at OWA,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-16-2025-39468,"Get ready for a spooktacular time at Trick or Dink Open Play at Pickleball at OWA! Come celebrate the season with us every Thursday in October from 1:00 to 5:00 PM. Non-members play for $7, and members play free! Grab your BONES (paddles) and bring your ghostly crew for an afternoon of friendly competition. It's the perfect way to enjoy the season!



Check out all the details and register here: https://visitowa.com/entertainment/.",e.2644.39468,,,1.0,,,,,model_prediction,0.9261070427686772
Buzz Runners,2025-10-09T22:30:00+00:00,2025-10-09T23:30:00+00:00,Beach Buzz 12700 Gulf Beach Highway,https://business.perdidochamber.com/events/details/buzz-runners-39490,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",e.2644.39490,,,1.0,,,,,model_prediction,0.8314768139222635
Trick or Dink Open Play,2025-10-09T18:00:00+00:00,2025-10-09T22:00:00+00:00,Pickleball at OWA,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-09-2025-39467,"Get ready for a spooktacular time at Trick or Dink Open Play at Pickleball at OWA! Come celebrate the season with us every Thursday in October from 1:00 to 5:00 PM. Non-members play for $7, and members play free! Grab your BONES (paddles) and bring your ghostly crew for an afternoon of friendly competition. It's the perfect way to enjoy the season!



Check out all the details and register here: https://visitowa.com/entertainment/.",e.2644.39467,,,1.0,,,,,model_prediction,0.9261070427686772
Canvas Tote Bag Paint Party at Beach Buzz Perdido,2025-08-28T23:00:00+00:00,2025-08-29T01:00:00+00:00,"Beach Buzz Perdido 12700 Gulf Beach Hwy, Pensacola, FL 32507",https://business.perdidochamber.com/events/details/canvas-tote-bag-paint-party-at-beach-buzz-perdido-39409,"Join us for a BEACH TOTE Paint Party!

6-8pm Thursday, August 28 at Beach Buzz Perdido-$30

12700 Gulf Beach Hwy, Pensacola, FL 32507, Perdido Bay, FL, United States, Florida



Every painter gets:

  A 13"" x 14"" canvas beach tote to paint

  Paint station + all the supplies you need

  Easy, step-by-step instruction 

  Your name in the door prize giveaway

  A FREE drink* on the house from Beach Buzz

*Well liquor, wine, draft beer or bottle beer



Seating is limited. REGISTRATION IS REQUIRED through Sarah at Something From Nothing Paint Parties. Send Sarah a private message to register, use the contact form or call or text 479-524-1389 or message Sarah privately on Facebook. You'll receive a payment code for Venmo. Prepayment reserves your spot.  Reservations made any other way are not guaranteed. ?? Gift certificates are welcome!",e.2644.39409,,,1.0,,,,,model_prediction,0.7499379473018029
2025 August Networking Luncheon,2025-08-28T16:30:00+00:00,2025-08-28T18:00:00+00:00,"Luna's Eat & Drink Orange Beach 25689 Canal Road Orange Beach, AL 36561",https://business.perdidochamber.com/events/details/2025-august-networking-luncheon-39064,"Join the Perdido Key Area Chamber of Commerce for a Networking Lunch

 
Join us as a Chamber member or a prospective member to network with business professionals in the Perdido Key Area.  Make sure to bring plenty of business cards.  Each attendee will have an opportunity to introduce themselves and give a brief statement about their business. Each month an attendee will be drawn to speak for extended time about their business at our next event. 



This month's luncheon will be held at: 

Luna's Eat & Drink Orange Beach

25689 Canal Road 

Orange Beach, AL 36561



This month's speaker:

Ashley Mathieson, PK Bike Rentals 



The lunch is free to attend however, each person will be responsible for the payment of their own meal. 



Registration is required. Please be courteous and use the RSVP button to register so our host venue can plan accordingly. If you do not register before the event and walk up, you are not guaranteed a seat at the event.",e.2644.39064,,,0.0,,,,,model_prediction,0.9182629390463211
Team Trivia at Lillian's Pizza,2025-08-28T00:00:00+00:00,2025-08-28T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-08-27-2025-39380,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39380,,,1.0,,,,,model_prediction,0.9428970819315565
Business Development Committee,2025-08-27T13:30:00+00:00,2025-08-27T14:30:00+00:00,"PKACC 15500 Perdido Key Dr. Pensacola, FL 32507",https://business.perdidochamber.com/events/details/business-development-committee-08-20-2025-34277,"The Business Development Committee works in partnership with our local leadership, public entities, and nonprofits to support the community as a whole. This group advocates for the vitality of the local business, focuses on preserving the quality of life, and campaigns for safety on the Key in order to promote community development and provide an environment where business can thrive.



Chair - Allen Bizzell - Holiday Harbor Marina & Sunset Grille

Staff contact:  Tammy Thurow",e.2644.34277,,,0.0,,,,,model_prediction,0.8927846645290174
Perdido Key Rotary,2025-08-27T12:30:00+00:00,2025-08-27T13:30:00+00:00,"The Point Church, 13801 Innerarity Point Road",https://business.perdidochamber.com/events/details/perdido-key-rotary-08-27-2025-39076,"Rotary club meeting, speaker Major USAF Alex Boykin, Hurricane Hunter pilot",e.2644.39076,,,0.0,,,,,model_prediction,0.8783478006913934
Team Trivia at Perdido Key Sports Bar,2025-08-27T00:00:00+00:00,2025-08-27T02:00:00+00:00,"Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-08-26-2025-39116,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39116,,,1.0,,,,,model_prediction,0.9429318002760838
