title,description,location,start,end,url,uid,category,last_modified,created,source_ics,source_page
A Choral Society Mixtape,"THE CHORAL SOCIETY of PENSACOLA: PRESENTS A Choral Society Mixtape on Saturday, October 11, 2025 at 7:30pm. Over many months, concertgoers responded via survey voting on pieces they'd like to hear us perform. We've chosen a varied program from the requests, ranging from familiar to rarely heard. The Choral Society of Pensacola invites music lovers to experience this concert, in the sanctuary of Cokesbury Church (5725 North Ninth Avenue). The concert also includes   ""One Day More"" from Les Miserables (Claude-Michel Schonberg)   the clear winner according to the polls   ""Lacrymosa"" from Requiem (Mozart)   a close runner-up and audience favorite   ""Bridge Over Troubled Water"" (Paul Simon, arr. Shaw)   ""Sure on This Shining Night"" (Morten Lauridsen)   ""Daemon Irrepit Callidus"" (Gyorgy Orban) Directing our 105-voice chorus, we are excited to welcome back two Directors-Emeritus: Xiaolun Chen and Paul McGahie alongside current Artistic Director Peter Steenblik. They are joined by pianist Isabelle Areola. Steenblik will post a preview of the program on the Choral Society's YouTube channel on Monday, September 29th. Tickets may be purchased at Purplepass.com or through the Pensacola State College Department of Performing Arts ticket office (850-484-1847). For concerns about accessibility or any other questions, email support@choralsocietyofpensacola.org.","Cokesbury Church 5725 N 9th Ave, Pensacola, FL 32504",2025-10-12T00:30:00+00:00,2025-10-12T02:00:00+00:00,https://business.perdidochamber.com/events/details/a-choral-society-mixtape-39461,e.2644.39461,,,,https://business.perdidochamber.com/events/ical/a-choral-society-mixtape-39461.ics,https://business.perdidochamber.com/events/details/a-choral-society-mixtape-39461?calendarMonth=2025-10-01
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-12,2025-10-13,https://business.perdidochamber.com/events/details/halloween-at-owa-10-12-2025-39473,e.2644.39473,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-12-2025-39473.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-12-2025-39473?calendarMonth=2025-10-01
Flora-Bama Annual Oktoberfest,"Sunday, October 12th



3pm to 6pm

Break out your lederhosen for the Flora-Bama's Oktoberfest! Receive a free drink upon entry for those 21 and up, 25% off in the gift shop, and complimentary German food from the buffet (while supplies last). The stein hoisting competition sponsored by Samuel Adams will begin at 3pm. Food is served at 4pm and the menu includes Beer Brats, Sauerkraut, and German Potato Salad.

We have a FREE stein to those who participate in the stein hoisting contest. Followed by live music by The Brats at 4pm in the Bama Dome. This New Orleans based polka band will have you laughing and dancing all evening!

Timeline of Events:

2pm - Registration Begins for Stein Hoisting Competition. We will only accept the first 8 females to sign up for the female heat and the first 16 males to sign up for the two male heats. 

3pm - Stein Hoisting Competition Begins

4pm - Food is served and The Brats begin","Flora-Bama Lounge Package & Oyster Bar 17401 Perdido Key Dr. Perdido Key, FL. 32507",2025-10-12T20:00:00+00:00,2025-10-12T23:00:00+00:00,https://business.perdidochamber.com/events/details/flora-bama-annual-oktoberfest-38847,e.2644.38847,,,,https://business.perdidochamber.com/events/ical/flora-bama-annual-oktoberfest-38847.ics,https://business.perdidochamber.com/events/details/flora-bama-annual-oktoberfest-38847?calendarMonth=2025-10-01
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-14T00:00:00+00:00,2025-10-14T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-13-2025-39365,e.2644.39365,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-10-13-2025-39365.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-13-2025-39365?calendarMonth=2025-10-01
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-10-15T00:00:00+00:00,2025-10-15T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-14-2025-39123,e.2644.39123,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-10-14-2025-39123.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-14-2025-39123?calendarMonth=2025-10-01
Perdido Rotary Club,"Rotary Club meeting with speaker: Scott Keller, PhD, Dean UWF College of Business, regarding the College of Business programs and successes","The Point Church, 13801 Innerarity Point Road",2025-10-15T12:30:00+00:00,2025-10-15T13:30:00+00:00,https://business.perdidochamber.com/events/details/perdido-rotary-club-10-15-2025-39081,e.2644.39081,,,,https://business.perdidochamber.com/events/ical/perdido-rotary-club-10-15-2025-39081.ics,https://business.perdidochamber.com/events/details/perdido-rotary-club-10-15-2025-39081?calendarMonth=2025-10-01
Annual Multi-Chamber Social 2025,"The Perdido Key Area Chamber of Commerce is thrilled to invite all the members of our local Gulf Coast chambers of commerce to our Annual Multi-Chamber Social, hosted by Flora-Bama, located in the main tent!

This exciting event is a fantastic opportunity for professionals from our chamber friends across the local Gulf Coast area to network and foster collaboration! Join us for an evening of connection, community, and business growth!



Enjoy light hors d'oeuvres, generously provided by our host, as you mingle and expand your network. Be sure to bring plenty of your business cards for networking and prize drawings door prize donations are always welcome!

We can't wait to see you there! Registration is highly encouraged to help our hosts prepare. Don't forget, drop your Chamber in the comments of your registration so we can see who is being represented!","Flora-Bama Lounge Package & Oyster Bar Main Tent 17401 Perdido Key Drive Pensacola, FL 32507",2025-10-15T22:00:00+00:00,2025-10-16T00:00:00+00:00,https://business.perdidochamber.com/events/details/annual-multi-chamber-social-2025-38321,e.2644.38321,,,,https://business.perdidochamber.com/events/ical/annual-multi-chamber-social-2025-38321.ics,https://business.perdidochamber.com/events/details/annual-multi-chamber-social-2025-38321?calendarMonth=2025-10-01
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-16T00:00:00+00:00,2025-10-16T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-15-2025-39387,e.2644.39387,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-10-15-2025-39387.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-15-2025-39387?calendarMonth=2025-10-01
Military Appreciation Committee Meeting,"Military Appreciation Committee

Meeting: Second Thursday of every month | 9:30 10:30 a.m.



Committee Purpose:

Since 1913, the Perdido Area has proudly held the title of Cradle of Naval Aviation. Our economy, culture, and community are enriched by military members and their families. The Military Affairs Committee is dedicated to honoring that legacy by fostering inclusion, appreciation, and strong connections with those who serve, making the Perdido Area a welcoming place for military families to live, work, and play.



Primary Goals and Activities:


	Bridge the Gap: Connect military families with the local business community by sharing resources and supporting veteran entrepreneurs.
	Celebrate Military Heritage: Educate our community about the rich military history that shapes the Perdido Area.
	Honor & Support: Plan and host signature events that highlight our appreciation for service members and their families, including:
	
		Red, White, and Birdies Golf Scramble 
		Annual Rosamond Johnson Memorial Ceremony 
		Military Appreciation Luncheon 
		Star Spangled Sail   Veterans Day Boat Parade (new for 2025)
	
	
	Invest in the Future: Our committee is working toward sponsoring a local student to attend Starbase Atlantis and/or the National Flight Academy summer programs unique opportunities that inspire the next generation through STEM education and leadership development.

How to Get Involved:

Join us in making a difference! Volunteers can contact Staff Committee Chair, Madelyn Bell, to learn how to participate in meetings, help with events, and support military appreciation efforts.



  Learn more: perdidochamber.com/military-appreciation-committee","Perdido Key Area Chamber of Commerce Conference Room 15500 Perdido Key Drive Pensacola, FL 32507",2025-10-16T14:30:00+00:00,2025-10-16T15:30:00+00:00,https://business.perdidochamber.com/events/details/military-appreciation-committee-meeting-10-09-2025-39419,e.2644.39419,,,,https://business.perdidochamber.com/events/ical/military-appreciation-committee-meeting-10-09-2025-39419.ics,https://business.perdidochamber.com/events/details/military-appreciation-committee-meeting-10-09-2025-39419?calendarMonth=2025-10-01
Trick or Dink Open Play,"Get ready for a spooktacular time at Trick or Dink Open Play at Pickleball at OWA! Come celebrate the season with us every Thursday in October from 1:00 to 5:00 PM. Non-members play for $7, and members play free! Grab your BONES (paddles) and bring your ghostly crew for an afternoon of friendly competition. It's the perfect way to enjoy the season!



Check out all the details and register here: https://visitowa.com/entertainment/.",Pickleball at OWA,2025-10-16T18:00:00+00:00,2025-10-16T22:00:00+00:00,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-16-2025-39468,e.2644.39468,,,,https://business.perdidochamber.com/events/ical/trick-or-dink-open-play-10-16-2025-39468.ics,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-16-2025-39468?calendarMonth=2025-10-01
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-10-16T22:30:00+00:00,2025-10-16T23:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-10-16-2025-39491,e.2644.39491,,,,https://business.perdidochamber.com/events/ical/buzz-runners-10-16-2025-39491.ics,https://business.perdidochamber.com/events/details/buzz-runners-10-16-2025-39491?calendarMonth=2025-10-01
3rd Annual Evening for the Estuaries Gala,"The Pensacola and Perdido Bays Estuary Program's third annual Evening for the Estuaries Fundraising Gala is set for October 16, 2025 from 6:00 till 9:00 at the Coastal Arts Center of Orange Beach! Join us for an evening of live music, awards, drinks, hors d'oeuvres (including oysters!), a silent auction, and giving back to the waters we call home.","Coastal Arts Center of Orange Beach 26389 Canal Road Orange Beach, Alabama 36561 United States",2025-10-16T23:00:00+00:00,2025-10-17T02:00:00+00:00,https://business.perdidochamber.com/events/details/3rd-annual-evening-for-the-estuaries-gala-39417,e.2644.39417,,,,https://business.perdidochamber.com/events/ical/3rd-annual-evening-for-the-estuaries-gala-39417.ics,https://business.perdidochamber.com/events/details/3rd-annual-evening-for-the-estuaries-gala-39417?calendarMonth=2025-10-01
Wine & Beer Dinner,"Come enjoy a four course seated dinner prepared by our amazing chefs in our beautiful Private Dining Room. Each meal will be paired with either a glass of wine or beer pairing. Now taking reservations for Thursday, October 16th. Limited spots available. Dinner starts at 6:30 p.m.",Cobalt the Restaurant,2025-10-16T23:30:00+00:00,2025-10-17T02:00:00+00:00,https://business.perdidochamber.com/events/details/wine-beer-dinner-39480,e.2644.39480,,,,https://business.perdidochamber.com/events/ical/wine-beer-dinner-39480.ics,https://business.perdidochamber.com/events/details/wine-beer-dinner-39480?calendarMonth=2025-10-01
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-10-17T00:00:00+00:00,2025-10-17T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-16-2025-39344,e.2644.39344,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-10-16-2025-39344.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-16-2025-39344?calendarMonth=2025-10-01
Ambassadors of the Key Committee Meeting,"Ambassadors of the Key Committee Meeting

3rd Friday Monthly | 11:30AM | Location Changes Monthly 



Ambassador meetings are held once a month on the 3rd Friday at 11:30 AM at a different member restaurant each month. These meetings provide a great opportunity to connect, share updates, and collaborate on upcoming Chamber initiatives. Each Ambassador is responsible for the purchase of their own meal.



The Ambassadors of the Key serve as the welcoming arm of the Perdido Chamber, focusing on member recruitment, retention, and engagement. This dedicated group of business and individual members acts as the connectors within our chamber community. They work to help members get plugged in by introducing them to fellow business professionals, Chamber events, and valuable resources.



Ambassadors help create a welcoming environment for new and existing members, assist with Chamber-hosted events, and work to increase visibility and engagement. Ambassadors try to ensure that every member feels welcomed, informed, and empowered to make the most of their Chamber membership.



For more information on how to become an Ambassador of the Key, contact Madelyn Bell, Membership Engagement & Events Director at 850.492.4660 or membership@perdidochamber.com.",Location Changes Monthly,2025-10-17T16:30:00+00:00,2025-10-17T17:30:00+00:00,https://business.perdidochamber.com/events/details/ambassadors-of-the-key-committee-meeting-10-17-2025-38872,e.2644.38872,,,,https://business.perdidochamber.com/events/ical/ambassadors-of-the-key-committee-meeting-10-17-2025-38872.ics,https://business.perdidochamber.com/events/details/ambassadors-of-the-key-committee-meeting-10-17-2025-38872?calendarMonth=2025-10-01
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-18,2025-10-19,https://business.perdidochamber.com/events/details/halloween-at-owa-10-18-2025-39474,e.2644.39474,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-18-2025-39474.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-18-2025-39474?calendarMonth=2025-10-01
Arts & Crafts On The Dock,"Hello Everyone! Come out to join us for Arts & Crafts On The Dock, at Bill Dickson Park on October 18th 9a-2p! We met some really great folks during our September event and look forward to meeting more. Visit Whirl Pop on Facebook or interested vendors can call/text us at 850-503-9599. See you on the dock!","Bill Dickson Park 3151 Fenceline Rd. Pensacola, FL 32507",2025-10-18T14:00:00+00:00,2025-10-18T19:00:00+00:00,https://business.perdidochamber.com/events/details/arts-crafts-on-the-dock-10-18-2025-39459,e.2644.39459,,,,https://business.perdidochamber.com/events/ical/arts-crafts-on-the-dock-10-18-2025-39459.ics,https://business.perdidochamber.com/events/details/arts-crafts-on-the-dock-10-18-2025-39459?calendarMonth=2025-10-01
Boo at the Zoo,"Celebrate Halloween with the animals at your local non-profit Alabama Gulf Coast Zoo.



BOO at the ZOO 

Saturday, October 18, 2025

9:00 am - 12:00 pm 



A day full of scare-free fun, trick or treating, activities, and meet and greets with your favorite animal ambassadors.

Presented by Crye Leike Gulf Coast Real Estate

PRICING/TICKETS:

Boo at the Zoo is INCLUDED with regular Zoo admission! Purchase tickets here or at the door on the day of the event. 

Zoo Admission: Adults (age 13-61) $23.95, Senior (62+)/Military $20.95, Child (age 3-12) $15.95.

Zoo Members and children 2 years and younger are FREE! Membership cards must be shown at the entrance.

Not a Zoo Member? Don't miss out on special discounts. Join Today and Save!

All proceeds benefit the animals and programs of the Alabama Gulf Coast Zoo. 



Need to Know Information:

	Animal Encounters will be closed during the event.
	Bring your own treat bags.
	Dress in your best costumes for a chance to win a Golden Ticket to redeem for a prize in the gift shop.","Alabama Gulf Coast Zoo 20499 Oak Road East Gulf Shores, AL 36542",2025-10-18T14:00:00+00:00,2025-10-18T17:00:00+00:00,https://business.perdidochamber.com/events/details/boo-at-the-zoo-39482,e.2644.39482,,,,https://business.perdidochamber.com/events/ical/boo-at-the-zoo-39482.ics,https://business.perdidochamber.com/events/details/boo-at-the-zoo-39482?calendarMonth=2025-10-01
Perdido Key Witches & Werewolves Halloween Bar Crawl,"????? Witches & Werewolves Unite! ?????



Hop on a luxury Party Shuttle and celebrate Halloween in a whole new way! Dress as your favorite witch or werewolf and enjoy a festive ride through Perdido Key's best restaurants   with tasty bites, sweet treats, and spooky games along the way.

All the fun supports a great cause: raising funds for Feeding the Gulf Coast Free Food Distribution in our community!



? Spots are limited   reserve your seat for a hauntingly good time! ?



??? TICKETS ARE NOW RELEASED! ???



?? Saturday, October 18

?? $30 | 60 People Max

?? Arrive at 11:00 AM

?? Start & Stop Location: Bushwhackers Landing Extra Lot



???? DRESS CODE:

Witch ?? ?? or Werewolf ??



?? CASH 4 GAMES:

$1 for Scratch Offs ???

50/50 Raffle - $5 single ticket ??? $20 for 5

Selfie Group Challenge - FREE



?? SPONSORS:

?? Freeman Roofing

?? Hummer4Hire

?? Team Trivia of Pensacola

?? Beach Buzz Restaurant

?? Cobalt Restaurant

?? Lillian's Pizza

?? Sunset Grille

?? Bushwhacker's Landing

?? AnnaMarie Photography



???? ???? BAR CRAWL SCHEDULE ???? ????



??? 11:00 AM - Park at Bushwhacker's Landing Side Lot

1?? 11:00 12:00 PM   Bushwhackers Landing

? Check-In & Welcome

??? Bites & ?? Brews

?? Halloween Music Bingo



?? 12:00 12:15 PM   Travel to Cobalt

2?? 12:15 1:15 PM   Cobalt Restaurant

?? Costume Contest: ?? ?? Best Witch & ?? Best Werewolf

?? Bites & ?? Drink Specials



?? 1:15 1:30 PM   Travel to Lillian's Pizza

3?? 1:30 2:30 PM   Lillian's Pizza

?? Halloween Feud



?? 2:30 2:40 PM   Travel to Sunset Grille

4?? 2:40 3:45 PM   Sunset Grille

??? Scratch Offs

?? Games



?? 3:45 4:00 PM   Travel to Beach Buzz

5?? 4:00 5:00 PM   Beach Buzz Restaurant

?? Bites & ?? Brews

?? Games



?? 5:05 5:10 PM   Return to Bushwhackers

6?? 5:10 PM   Bushwhackers Afterparty

?? Live Music

?? Celebrate the Crawl!

??? 50/50 RAFFLE WINNER

?? Half donated to the Musician Medical Fund Fundraiser at The Point Restaurant

??????????????????



?? ???? JOIN THE MAGIC!

Be part of the PKWWHP (Perdido Key Witches & Werewolves Halloween Paddle) event!

?? Proceeds benefit our very own 10k pound Feeding the Gulf Coast free food distribution drive-thru

?? Food Drive-Thru: Date TBD at Moonshine Saloon

? SIGN UP TODAY!

?? Shuttle seats are first-come, first-served

?? Everyone must sign a waiver

?? No Drinking & Driving afterwards!

?? Hashtags

#5pkwwhp #halloweenpensacola #witches #barcrawl

#halloweenperdidokeyfl

#kayakflorida #keygulls #lostkeykrewe See less","Bushwackers Landing Extra LOT 13515 Canal Dr, Pensacola, FL 32507",2025-10-18T16:00:00+00:00,2025-10-18T22:00:00+00:00,https://business.perdidochamber.com/events/details/perdido-key-witches-werewolves-halloween-bar-crawl-39483,e.2644.39483,,,,https://business.perdidochamber.com/events/ical/perdido-key-witches-werewolves-halloween-bar-crawl-39483.ics,https://business.perdidochamber.com/events/details/perdido-key-witches-werewolves-halloween-bar-crawl-39483?calendarMonth=2025-10-01
HalGLOWeen Party & Drone Show,"Halloween gets a glowing twist at HalGLOWeen in Downtown OWA on October 18th! Families can enjoy free festive activities during the day, including a bubble glow party, before the fun continues on OWA Island with live entertainment like the musical production of Monsters Got Talent.



For the grand finale, watch the sky come alive during our never-before-seen Halloween Drone Show! This aerial display will fill the sky with stunning light formations and festive designs, creating a unique experience for guests of all ages.



It's spooky, it's glowing, and a brand-new way to celebrate HalGLOWeen in Downtown OWA, check out all the details: https://visitowa.com/halgloween-drone-show/.

 

Schedule of Events:

2:00pm-6:00pm: DJ Partick at the Splashpad

6:00pm   7:30pm: LED Stilt Walker roaming Downtown OWA

All day: Glow-in-the Dark Mini Golf on OWA Island

6:00pm - 8:30pm:

	Glow-In-The-Dark Facepainting at the Splashpad provided by Artlink Studios
	Glow-in-the-Dark Photo Op at the Splash pad
	Bubble Truck Glow Party at the Waffles R Wild Alcove
	Glow-in-the Dark Pumpkin Craft at the Native Treasures Alcove

6:00pm-8:30pm: Musical production of Monsters Got Talent by Seward Studios on the OWA Island Stage

6:30pm-8:00pm: Live Music by the Skeleton Band on the OWA Island Stage

8:30pm-9:00pm: ALL NEW Halloween Drone Show",Downtown OWA,2025-10-18T19:00:00+00:00,2025-10-19T02:00:00+00:00,https://business.perdidochamber.com/events/details/halgloween-party-drone-show-39479,e.2644.39479,,,,https://business.perdidochamber.com/events/ical/halgloween-party-drone-show-39479.ics,https://business.perdidochamber.com/events/details/halgloween-party-drone-show-39479?calendarMonth=2025-10-01
